Suburb,Rooms,Type,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Day,Month,Year,Price_ln
Footscray,3,h,S,Village,6.4,3011.0,3.0,1.0,0.0,262.0,92.0,1970.0,Maribyrnong,-37.8022,144.8924,Western Metropolitan,7570.0,18,3,2017,13.681979165339751
Footscray,2,u,SP,Sweeney,6.4,3011.0,2.0,1.0,1.0,0.0,75.0,2007.0,Maribyrnong,-37.7992,144.8961,Western Metropolitan,7570.0,18,6,2016,12.821258284620408
Footscray,2,h,SP,Jas,6.4,3011.0,2.0,1.0,2.0,253.0,90.0,1910.0,Maribyrnong,-37.7968,144.8887,Western Metropolitan,7570.0,18,6,2016,13.474427708785377
Footscray,3,u,S,Greg,6.4,3011.0,3.0,2.0,1.0,0.0,144.22205145826868,1970.0,Maribyrnong,-37.8016,144.9082,Western Metropolitan,7570.0,18,6,2016,13.407542319637992
Footscray,2,h,SP,Rendina,6.4,3011.0,2.0,1.0,1.0,212.0,98.0,1900.0,Maribyrnong,-37.7903,144.8879,Western Metropolitan,7570.0,19,11,2016,13.445171251831484
Footscray,2,h,S,Sweeney,6.4,3011.0,2.0,1.0,1.0,320.0,94.0,1900.0,Maribyrnong,-37.7964,144.8871,Western Metropolitan,7570.0,19,11,2016,13.523820464114955
Footscray,2,h,SP,Jas,6.4,3011.0,2.0,1.0,1.0,313.0,93.0,1915.0,Maribyrnong,-37.7966,144.9016,Western Metropolitan,7570.0,22,5,2016,13.6623593784701
Footscray,4,t,VB,Raine,6.4,3011.0,4.0,2.0,2.0,0.0,126.0,2015.0,Maribyrnong,-37.7905,144.8882,Western Metropolitan,7570.0,22,8,2016,13.457406021215947
Footscray,2,h,SP,Jas,6.4,3011.0,2.0,1.0,1.0,222.0,109.0,1920.0,Maribyrnong,-37.7962,144.8844,Western Metropolitan,7570.0,22,8,2016,13.635187003832993
Footscray,2,h,S,Sweeney,6.4,3011.0,2.0,1.0,1.0,132.0,83.0,1970.0,Maribyrnong,-37.7946,144.8903,Western Metropolitan,7570.0,22,8,2016,13.401509118833824
Footscray,2,h,S,Sweeney,6.4,3011.0,2.0,1.0,0.0,258.0,108.0,1900.0,Maribyrnong,-37.7959,144.8901,Western Metropolitan,7570.0,22,8,2016,13.53777881636566
Footscray,1,u,PI,Sweeney,6.4,3011.0,1.0,1.0,1.0,1783.0,42.0,1975.0,Maribyrnong,-37.7949,144.9007,Western Metropolitan,7570.0,24,9,2016,12.54966234992025
Footscray,3,t,S,Jas,6.4,3011.0,3.0,1.0,1.0,125.0,113.0,2000.0,Maribyrnong,-37.7922,144.8831,Western Metropolitan,7570.0,24,9,2016,13.457406021215947
Footscray,3,h,SP,Village,6.4,3011.0,3.0,1.0,0.0,190.0,99.0,1930.0,Maribyrnong,-37.795,144.88299999999995,Western Metropolitan,7570.0,25,2,2017,13.652991628466498
Footscray,2,u,PI,C21,6.4,3011.0,2.0,1.0,1.0,882.0,74.0,1970.0,Maribyrnong,-37.7899,144.893,Western Metropolitan,7570.0,25,2,2017,12.66032791780777
Footscray,3,h,SP,Jas,6.4,3011.0,3.0,1.0,1.0,211.0,94.0,1910.0,Maribyrnong,-37.8059,144.901,Western Metropolitan,7570.0,25,2,2017,13.514405465180353
Footscray,2,u,S,Trimson,6.4,3011.0,2.0,1.0,1.0,0.0,144.22205145826868,1970.0,Maribyrnong,-37.8012,144.8964,Western Metropolitan,7570.0,25,2,2017,12.793859310432293
Footscray,3,h,S,GL,6.4,3011.0,3.0,2.0,2.0,196.0,154.0,2006.0,Maribyrnong,-37.7987,144.9034,Western Metropolitan,7570.0,26,7,2016,13.795307850646754
Footscray,3,u,SP,Nelson,6.4,3011.0,3.0,1.0,1.0,0.0,144.22205145826868,1970.0,Maribyrnong,-37.7952,144.909,Western Metropolitan,7570.0,27,6,2016,13.237476184504834
Footscray,2,u,S,Burnham,6.4,3011.0,2.0,1.0,1.0,0.0,55.0,1960.0,Maribyrnong,-37.789,144.8932,Western Metropolitan,7570.0,27,6,2016,12.66349749256905
Footscray,2,h,S,Village,6.4,3011.0,2.0,1.0,2.0,260.0,144.22205145826868,1940.0,Maribyrnong,-37.7969,144.9042,Western Metropolitan,7570.0,27,6,2016,13.592367006650065
Footscray,2,h,PI,Burnham,6.4,3011.0,2.0,1.0,0.0,130.0,70.0,1920.0,Maribyrnong,-37.7988,144.9045,Western Metropolitan,7570.0,27,6,2016,13.541073712262515
Footscray,3,t,S,Jas,6.4,3011.0,3.0,2.0,2.0,112.0,168.0,2010.0,Maribyrnong,-37.8001,144.8797,Western Metropolitan,7570.0,27,6,2016,13.507625778194974
Footscray,2,h,S,Jas,6.4,3011.0,2.0,1.0,0.0,238.0,144.22205145826868,1970.0,Maribyrnong,-37.7946,144.8944,Western Metropolitan,7570.0,27,6,2016,13.620711479659207
Footscray,4,h,SP,Nelson,6.4,3011.0,4.0,2.0,1.0,319.0,130.0,1915.0,Maribyrnong,-37.7943,144.8875,Western Metropolitan,7570.0,27,11,2016,14.018451401960965
Footscray,2,u,S,Sweeney,6.4,3011.0,2.0,1.0,1.0,0.0,144.22205145826868,1970.0,Maribyrnong,-37.789,144.8932,Western Metropolitan,7570.0,27,11,2016,12.598114733306197
Footscray,3,h,S,Greg,6.4,3011.0,3.0,1.0,0.0,268.0,144.22205145826868,1970.0,Maribyrnong,-37.7942,144.8933,Western Metropolitan,7570.0,27,11,2016,13.695036404496399
Footscray,3,h,S,Sweeney,6.4,3011.0,3.0,2.0,0.0,458.0,98.0,1930.0,Maribyrnong,-37.7942,144.8832,Western Metropolitan,7570.0,28,5,2016,13.55089375844349
Footscray,2,u,SP,Greg,6.4,3011.0,2.0,2.0,1.0,0.0,79.0,2009.0,Maribyrnong,-37.8006,144.9053,Western Metropolitan,7570.0,28,5,2016,12.886641043883259
Footscray,4,h,PI,Biggin,6.4,3011.0,4.0,2.0,1.0,369.0,151.0,1910.0,Maribyrnong,-37.7914,144.8957,Western Metropolitan,7570.0,28,5,2016,13.610943392223
Footscray,3,t,S,Jas,6.4,3011.0,3.0,2.0,2.0,102.0,102.0,2011.0,Maribyrnong,-37.7987,144.8807,Western Metropolitan,7570.0,28,8,2016,13.537118532419585
Footscray,4,h,SP,Village,6.4,3011.0,4.0,1.0,1.0,799.0,160.0,1910.0,Maribyrnong,-37.7958,144.9001,Western Metropolitan,7570.0,28,8,2016,14.187074114396758
Footscray,2,h,S,Village,6.4,3011.0,2.0,1.0,1.0,355.0,74.0,1890.0,Maribyrnong,-37.7931,144.8938,Western Metropolitan,7570.0,30,7,2016,13.521139497361697
Footscray,2,h,S,Ray,6.4,3011.0,2.0,1.0,2.0,274.0,275.0,2000.0,Maribyrnong,-37.7939,144.8846,Western Metropolitan,7570.0,30,7,2016,13.481435445942783
Glen Iris,3,h,S,hockingstuart,9.2,3146.0,3.0,2.0,3.0,680.0,170.0,1935.0,Boroondara,-37.854,145.0832,Southern Metropolitan,10412.0,3,9,2016,14.366517971363097
Glen Iris,2,h,S,Jellis,9.2,3146.0,3.0,1.0,2.0,653.0,144.22205145826868,1970.0,Boroondara,-37.8573,145.077,Southern Metropolitan,10412.0,3,9,2016,14.34555040065407
Glen Iris,4,h,VB,Kay,9.2,3146.0,4.0,3.0,2.0,856.0,265.0,1920.0,Stonnington,-37.8628,145.0436,Southern Metropolitan,10412.0,3,9,2016,15.03928598958639
Glen Iris,5,h,PI,Abercromby's,9.2,3146.0,4.0,3.0,2.0,919.0,353.0,1925.0,Stonnington,-37.8637,145.0438,Southern Metropolitan,10412.0,3,9,2016,15.131918791619999
Glen Iris,4,h,VB,Marshall,9.2,3146.0,4.0,2.0,2.0,868.0,217.0,1930.0,Boroondara,-37.8522,145.0893,Southern Metropolitan,10412.0,3,12,2016,14.403297222866392
Glen Iris,4,h,S,J,9.2,3146.0,4.0,2.0,1.0,739.0,183.0,2002.0,Boroondara,-37.8513,145.0601,Southern Metropolitan,10412.0,3,12,2016,14.507657238190635
Glen Iris,2,u,S,Noel,9.2,3146.0,2.0,1.0,1.0,0.0,85.0,1960.0,Boroondara,-37.8555,145.0889,Southern Metropolitan,10412.0,4,3,2017,13.41652441595382
Glen Iris,4,h,S,Jellis,9.2,3146.0,4.0,2.0,4.0,1318.0,144.22205145826868,1970.0,Stonnington,-37.853,145.0491,Southern Metropolitan,10412.0,4,3,2017,14.950133284155417
Glen Iris,3,h,S,hockingstuart,9.2,3146.0,3.0,1.0,2.0,627.0,144.22205145826868,1970.0,Boroondara,-37.8599,145.0898,Southern Metropolitan,10412.0,4,3,2017,14.392123922268269
Glen Iris,3,h,S,Marshall,9.2,3146.0,3.0,2.0,2.0,217.0,163.0,2006.0,Boroondara,-37.8639,145.0641,Southern Metropolitan,10412.0,4,3,2017,14.169682371684887
Glen Iris,3,h,S,Jellis,9.2,3146.0,3.0,1.0,1.0,753.0,118.0,1940.0,Boroondara,-37.8543,145.0889,Southern Metropolitan,10412.0,4,6,2016,14.240778293368619
Glen Iris,4,h,PI,Jellis,9.2,3146.0,4.0,4.0,2.0,708.0,323.0,1985.0,Boroondara,-37.8646,145.0673,Southern Metropolitan,10412.0,4,6,2016,14.457364444136669
Glen Iris,2,h,S,Marshall,9.2,3146.0,3.0,1.0,2.0,660.0,144.22205145826868,1970.0,Boroondara,-37.8536,145.0911,Southern Metropolitan,10412.0,4,6,2016,14.22097566607244
Glen Iris,3,h,PI,Fletchers,9.2,3146.0,3.0,2.0,1.0,704.0,134.0,1940.0,Boroondara,-37.852,145.0942,Southern Metropolitan,10412.0,4,6,2016,14.122995257712235
Glen Iris,5,h,S,Fletchers,9.2,3146.0,5.0,3.0,4.0,619.0,327.0,2003.0,Boroondara,-37.8554,145.0611,Southern Metropolitan,10412.0,4,6,2016,14.592539222504922
Glen Iris,4,h,PI,Marshall,9.2,3146.0,4.0,3.0,2.0,638.0,314.0,1930.0,Boroondara,-37.8523,145.0726,Southern Metropolitan,10412.0,4,6,2016,14.659230597003594
Glen Iris,4,h,S,Marshall,9.2,3146.0,4.0,2.0,3.0,630.0,314.0,2000.0,Boroondara,-37.856,145.0691,Southern Metropolitan,10412.0,6,8,2016,14.74688692725647
Glen Iris,4,h,VB,Jellis,9.2,3146.0,4.0,3.0,4.0,1258.0,254.0,1941.0,Boroondara,-37.8552,145.082,Southern Metropolitan,10412.0,6,8,2016,14.648419680899378
Glen Iris,2,u,SP,Jellis,9.2,3146.0,2.0,1.0,1.0,0.0,63.0,1968.0,Stonnington,-37.8567,145.0435,Southern Metropolitan,10412.0,7,5,2016,13.217673557208654
Glen Iris,3,h,VB,Fletchers,9.2,3146.0,3.0,2.0,1.0,704.0,134.0,1940.0,Boroondara,-37.852,145.0942,Southern Metropolitan,10412.0,7,5,2016,14.28551418721001
Glen Iris,3,h,VB,Marshall,9.2,3146.0,3.0,2.0,2.0,904.0,144.22205145826868,1970.0,Boroondara,-37.856,145.0705,Southern Metropolitan,10412.0,7,5,2016,14.557447902693651
Glen Iris,3,h,S,Jellis,9.2,3146.0,4.0,2.0,2.0,745.0,157.0,1920.0,Boroondara,-37.8501,145.059,Southern Metropolitan,10412.0,7,5,2016,14.564565370462516
Glen Iris,3,h,S,Jellis,9.2,3146.0,3.0,2.0,2.0,625.0,188.0,1951.0,Boroondara,-37.8602,145.0925,Southern Metropolitan,10412.0,7,5,2016,14.346138809026444
Glen Iris,4,h,S,Kay,9.2,3146.0,4.0,2.0,2.0,859.0,144.22205145826868,1970.0,Stonnington,-37.8625,145.04399999999995,Southern Metropolitan,10412.0,7,5,2016,15.068273526459642
Glen Iris,3,h,S,Jellis,9.2,3146.0,3.0,2.0,2.0,652.0,144.22205145826868,1970.0,Boroondara,-37.8556,145.06799999999996,Southern Metropolitan,10412.0,7,5,2016,14.375126345899696
Glen Iris,3,h,S,Marshall,9.2,3146.0,3.0,2.0,1.0,233.0,144.22205145826868,1970.0,Boroondara,-37.8515,145.0938,Southern Metropolitan,10412.0,7,11,2016,13.782470703886075
Glen Iris,4,h,S,RT,9.2,3146.0,4.0,2.0,3.0,553.0,143.0,1910.0,Boroondara,-37.8589,145.0413,Southern Metropolitan,10412.0,7,11,2016,14.546435102858249
Glen Iris,4,h,S,Jellis,9.2,3146.0,4.0,3.0,2.0,1184.0,305.0,1935.0,Boroondara,-37.8526,145.0848,Southern Metropolitan,10412.0,7,11,2016,14.862829552244833
Glen Iris,2,u,SP,Noel,9.2,3146.0,2.0,1.0,1.0,0.0,65.0,1970.0,Stonnington,-37.85,145.0461,Southern Metropolitan,10412.0,8,10,2016,12.926348493478372
Glen Iris,3,h,S,Marshall,9.2,3146.0,3.0,1.0,1.0,215.0,144.22205145826868,1970.0,Boroondara,-37.85,145.05700000000004,Southern Metropolitan,10412.0,8,10,2016,14.015999418713678
Glen Iris,4,h,S,Marshall,9.2,3146.0,3.0,2.0,2.0,662.0,144.22205145826868,1970.0,Boroondara,-37.8588,145.0832,Southern Metropolitan,10412.0,8,10,2016,14.253765488895429
Glen Iris,3,h,S,Christopher,9.2,3146.0,3.0,1.0,2.0,297.0,144.22205145826868,1930.0,Boroondara,-37.847,145.0535,Southern Metropolitan,10412.0,10,9,2016,14.322328160332725
Glen Iris,6,h,VB,Gary,9.2,3146.0,5.0,3.0,2.0,650.0,144.22205145826868,1940.0,Boroondara,-37.8534,145.0785,Southern Metropolitan,10412.0,10,9,2016,14.626440774180603
Glen Iris,3,u,S,Jellis,9.2,3146.0,2.0,2.0,2.0,281.0,144.22205145826868,1970.0,Boroondara,-37.8579,145.0736,Southern Metropolitan,10412.0,10,9,2016,13.965653216393994
Glen Iris,4,h,PI,Marshall,9.2,3146.0,4.0,2.0,2.0,630.0,351.0,2009.0,Boroondara,-37.8667,145.0752,Southern Metropolitan,10412.0,10,9,2016,14.518608069377388
Glen Iris,2,h,S,Noel,9.2,3146.0,2.0,0.0,0.0,207.0,144.22205145826868,1970.0,Stonnington,-37.863,145.0501,Southern Metropolitan,10412.0,10,9,2016,13.64709190633931
Glen Iris,3,h,PI,hockingstuart,9.2,3146.0,3.0,2.0,2.0,370.0,144.22205145826868,1970.0,Boroondara,-37.8597,145.0883,Southern Metropolitan,10412.0,10,9,2016,14.227620208791107
Glen Iris,4,h,S,Marshall,9.2,3146.0,4.0,2.0,2.0,659.0,212.0,1930.0,Boroondara,-37.8509,145.0916,Southern Metropolitan,10412.0,10,12,2016,14.51364528003526
Glen Iris,4,h,S,Marshall,9.2,3146.0,4.0,3.0,4.0,0.0,30.0,1930.0,Boroondara,-37.8541,145.0643,Southern Metropolitan,10412.0,10,12,2016,14.905754596961867
Glen Iris,2,u,SP,Marshall,9.2,3146.0,2.0,1.0,1.0,0.0,144.22205145826868,1970.0,Boroondara,-37.8523,145.0936,Southern Metropolitan,10412.0,10,12,2016,13.279367126213993
Glen Iris,3,h,VB,Tim,9.2,3146.0,3.0,2.0,2.0,669.0,144.22205145826868,1970.0,Boroondara,-37.8596,145.0871,Southern Metropolitan,10412.0,10,12,2016,14.058456736574664
Glen Iris,1,u,S,RT,9.2,3146.0,1.0,1.0,1.0,63.0,52.0,1980.0,Stonnington,-37.8552,145.05,Southern Metropolitan,10412.0,10,12,2016,13.021437458814368
Glen Iris,3,t,S,Jellis,9.2,3146.0,3.0,2.0,2.0,365.0,144.22205145826868,1970.0,Boroondara,-37.8526,145.0853,Southern Metropolitan,10412.0,10,12,2016,14.301018373745976
Glen Iris,4,h,SP,Marshall,9.2,3146.0,4.0,3.0,2.0,743.0,144.22205145826868,1970.0,Stonnington,-37.8566,145.0439,Southern Metropolitan,10412.0,12,11,2016,14.403297222866392
Glen Iris,3,h,S,Jellis,9.2,3146.0,3.0,1.0,3.0,650.0,136.0,1930.0,Boroondara,-37.8571,145.0766,Southern Metropolitan,10412.0,12,11,2016,14.414347059052979
Glen Iris,1,u,PI,hockingstuart,9.2,3146.0,1.0,1.0,1.0,1097.0,38.0,1982.0,Stonnington,-37.8576,145.0452,Southern Metropolitan,10412.0,12,11,2016,12.581078546153629
Glen Iris,2,u,VB,Jellis,9.2,3146.0,2.0,1.0,2.0,123.0,144.22205145826868,1970.0,Boroondara,-37.8567,145.0666,Southern Metropolitan,10412.0,12,11,2016,13.473020249017498
Glen Iris,4,h,S,Jellis,9.2,3146.0,4.0,2.0,2.0,652.0,230.0,1925.0,Boroondara,-37.8479,145.0557,Southern Metropolitan,10412.0,12,11,2016,14.680928959464673
Glen Iris,2,h,SP,Jellis,9.2,3146.0,2.0,1.0,0.0,251.0,144.22205145826868,1910.0,Stonnington,-37.8627,145.0402,Southern Metropolitan,10412.0,12,11,2016,13.835313185260453
Glen Iris,3,h,SP,Jellis,9.2,3146.0,3.0,1.0,2.0,504.0,142.0,1920.0,Stonnington,-37.8541,145.0544,Southern Metropolitan,10412.0,12,11,2016,14.191203507738768
Glen Iris,3,h,S,Marshall,9.2,3146.0,3.0,2.0,3.0,607.0,144.22205145826868,1970.0,Boroondara,-37.8534,145.0735,Southern Metropolitan,10412.0,13,8,2016,14.444119217386648
Glen Iris,3,h,S,Marshall,9.2,3146.0,3.0,3.0,2.0,385.0,255.0,1970.0,Boroondara,-37.8524,145.0425,Southern Metropolitan,10412.0,13,8,2016,14.17318500223609
Glen Iris,6,h,S,Fletchers,9.2,3146.0,6.0,2.0,2.0,0.0,144.22205145826868,1970.0,Boroondara,-37.8519,145.091,Southern Metropolitan,10412.0,14,5,2016,14.648419680899378
Glen Iris,1,t,PI,Jellis,9.2,3146.0,1.0,1.0,1.0,745.0,44.0,1970.0,Stonnington,-37.8505,145.0459,Southern Metropolitan,10412.0,14,5,2016,12.751299696013497
Glen Iris,5,h,PI,Marshall,9.2,3146.0,5.0,3.0,1.0,696.0,248.0,1920.0,Boroondara,-37.8563,145.0709,Southern Metropolitan,10412.0,14,5,2016,14.508657738524219
Glen Iris,4,h,PI,Jellis,9.2,3146.0,4.0,0.0,0.0,769.0,144.22205145826868,1970.0,Boroondara,-37.8628,145.0734,Southern Metropolitan,10412.0,14,5,2016,14.253765488895429
Glen Iris,3,h,S,Jellis,9.2,3146.0,4.0,2.0,4.0,1005.0,144.22205145826868,1980.0,Stonnington,-37.8528,145.0487,Southern Metropolitan,10412.0,14,5,2016,14.301018373745976
Glen Iris,2,u,SP,Jellis,9.2,3146.0,2.0,1.0,1.0,0.0,144.22205145826868,1970.0,Stonnington,-37.8559,145.049,Southern Metropolitan,10412.0,14,5,2016,13.081541382884074
Glen Iris,2,t,S,Jellis,9.2,3146.0,2.0,1.0,1.0,84.0,84.0,1960.0,Boroondara,-37.8517,145.0796,Southern Metropolitan,10412.0,15,10,2016,13.279367126213993
Glen Iris,5,h,PI,Gary,9.2,3146.0,5.0,3.0,2.0,650.0,144.22205145826868,1940.0,Boroondara,-37.8534,145.0785,Southern Metropolitan,10412.0,15,10,2016,14.4884550312067
Glen Iris,4,h,PI,Fletchers,9.2,3146.0,4.0,3.0,1.0,650.0,266.0,1946.0,Boroondara,-37.8581,145.078,Southern Metropolitan,10412.0,15,10,2016,14.346138809026444
Glen Iris,2,u,S,hockingstuart,9.2,3146.0,2.0,1.0,1.0,0.0,144.22205145826868,1970.0,Stonnington,-37.8566,145.0454,Southern Metropolitan,10412.0,15,10,2016,13.42984807715229
Glen Iris,3,t,S,Jellis,9.2,3146.0,3.0,2.0,2.0,278.0,144.22205145826868,1999.0,Stonnington,-37.8574,145.0496,Southern Metropolitan,10412.0,15,10,2016,14.01436141670944
Glen Iris,3,h,S,Marshall,9.2,3146.0,3.0,2.0,2.0,328.0,176.0,1990.0,Boroondara,-37.8529,145.0605,Southern Metropolitan,10412.0,15,10,2016,14.133964289082808
Glen Iris,2,h,S,Fletchers,9.2,3146.0,2.0,1.0,2.0,334.0,115.0,1930.0,Stonnington,-37.8577,145.0576,Southern Metropolitan,10412.0,15,10,2016,13.732128949025222
Glen Iris,2,u,SP,hockingstuart,9.2,3146.0,2.0,1.0,1.0,1069.0,33.0,1960.0,Stonnington,-37.8547,145.0457,Southern Metropolitan,10412.0,16,7,2016,12.853175887588712
Glen Iris,2,u,S,Fletchers,9.2,3146.0,3.0,0.0,0.0,0.0,144.22205145826868,1970.0,Stonnington,-37.85,145.0465,Southern Metropolitan,10412.0,16,7,2016,13.208541073645382
Glen Iris,4,t,VB,Woodards,9.2,3146.0,3.0,2.0,2.0,342.0,144.22205145826868,1970.0,Boroondara,-37.8622,145.0634,Southern Metropolitan,10412.0,16,7,2016,14.115615150414612
Glen Iris,2,h,S,Noel,9.2,3146.0,2.0,1.0,1.0,412.0,123.0,1950.0,Stonnington,-37.8541,145.05100000000004,Southern Metropolitan,10412.0,16,7,2016,14.0623706358958
Glen Iris,3,h,S,Fletchers,9.2,3146.0,3.0,1.0,2.0,652.0,144.22205145826868,1970.0,Boroondara,-37.8552,145.0785,Southern Metropolitan,10412.0,17,9,2016,14.417090544998729
Glen Iris,5,h,PI,Jellis,9.2,3146.0,5.0,4.0,4.0,802.0,206.0,2013.0,Boroondara,-37.8627,145.0719,Southern Metropolitan,10412.0,17,9,2016,14.854018922562679
Glen Iris,3,h,S,Jellis,9.2,3146.0,4.0,2.0,4.0,885.0,217.0,1910.0,Stonnington,-37.8577,145.0421,Southern Metropolitan,10412.0,17,9,2016,14.854018922562679
Glen Iris,4,h,S,RT,9.2,3146.0,3.0,3.0,2.0,366.0,26.0,1999.0,Boroondara,-37.8503,145.0586,Southern Metropolitan,10412.0,17,9,2016,14.417090544998729
Glen Iris,1,u,S,Jellis,9.2,3146.0,1.0,1.0,0.0,0.0,144.22205145826868,1970.0,Boroondara,-37.8588,145.0512,Southern Metropolitan,10412.0,18,3,2017,12.70076888736628
Glen Iris,4,h,S,Jellis,9.2,3146.0,4.0,2.0,3.0,733.0,144.22205145826868,1970.0,Boroondara,-37.8561,145.0864,Southern Metropolitan,10412.0,18,3,2017,14.516625908173395
Glen Iris,5,h,S,Marshall,9.2,3146.0,5.0,3.0,3.0,778.0,326.0,2000.0,Boroondara,-37.8582,145.0715,Southern Metropolitan,10412.0,18,3,2017,14.942062215321625
Glen Iris,3,h,S,Noel,9.2,3146.0,3.0,1.0,3.0,557.0,144.22205145826868,1970.0,Stonnington,-37.8556,145.0499,Southern Metropolitan,10412.0,18,3,2017,14.352003928478842
Glen Iris,3,h,SP,Noel,9.2,3146.0,3.0,1.0,3.0,603.0,144.22205145826868,1970.0,Boroondara,-37.8503,145.0754,Southern Metropolitan,10412.0,18,3,2017,14.386490104550012
Glen Iris,3,h,S,Philip,9.2,3146.0,3.0,1.0,2.0,650.0,144.22205145826868,1970.0,Boroondara,-37.8505,145.0852,Southern Metropolitan,10412.0,18,3,2017,14.383661248349535
Glen Iris,2,u,S,Marshall,9.2,3146.0,2.0,1.0,1.0,0.0,144.22205145826868,1970.0,Stonnington,-37.8517,145.0459,Southern Metropolitan,10412.0,18,6,2016,13.144124869185841
Glen Iris,3,h,PI,Jellis,9.2,3146.0,2.0,1.0,2.0,821.0,144.22205145826868,1970.0,Boroondara,-37.8581,145.0685,Southern Metropolitan,10412.0,18,6,2016,14.508657738524219
Glen Iris,2,h,PI,Noel,9.2,3146.0,2.0,2.0,2.0,718.0,184.0,1950.0,Boroondara,-37.858,145.0696,Southern Metropolitan,10412.0,18,6,2016,14.28551418721001
Glen Iris,3,h,S,RT,9.2,3146.0,3.0,2.0,2.0,668.0,144.22205145826868,1920.0,Boroondara,-37.8489,145.0711,Southern Metropolitan,10412.0,18,6,2016,14.446782334806132
Glen Iris,5,h,PI,Marshall,9.2,3146.0,5.0,3.0,2.0,642.0,336.0,1930.0,Boroondara,-37.859,145.0656,Southern Metropolitan,10412.0,19,11,2016,14.670989150441672
Glen Iris,5,h,S,Marshall,9.2,3146.0,5.0,4.0,2.0,830.0,520.0,2009.0,Boroondara,-37.8563,145.072,Southern Metropolitan,10412.0,19,11,2016,15.166177741441013
Glen Iris,4,h,PI,Marshall,9.2,3146.0,4.0,3.0,2.0,840.0,326.0,1930.0,Boroondara,-37.8538,145.0641,Southern Metropolitan,10412.0,19,11,2016,14.780591454007862
Glen Iris,2,u,S,Marshall,9.2,3146.0,2.0,1.0,1.0,0.0,144.22205145826868,1960.0,Stonnington,-37.8566,145.0553,Southern Metropolitan,10412.0,19,11,2016,13.660609596746312
Glen Iris,5,h,PI,Noel,9.2,3146.0,5.0,2.0,2.0,400.0,144.22205145826868,1970.0,Stonnington,-37.8572,145.0555,Southern Metropolitan,10412.0,22,5,2016,14.316285845876763
Glen Iris,2,t,VB,Gary,9.2,3146.0,2.0,1.0,1.0,0.0,1143.0,1970.0,Stonnington,-37.8506,145.0465,Southern Metropolitan,10412.0,22,8,2016,13.304684934198283
Glen Iris,2,u,S,O'Donoghues,9.2,3146.0,2.0,1.0,2.0,166.0,144.22205145826868,1970.0,Boroondara,-37.863,145.0631,Southern Metropolitan,10412.0,24,9,2016,13.444446876573442
Glen Iris,3,t,VB,O'Donoghues,9.2,3146.0,3.0,2.0,2.0,541.0,144.22205145826868,1970.0,Stonnington,-37.8628,145.0486,Southern Metropolitan,10412.0,24,9,2016,13.997832114758229
Glen Iris,4,h,S,Kay,9.2,3146.0,3.0,3.0,2.0,677.0,144.22205145826868,1910.0,Boroondara,-37.8476,145.0554,Southern Metropolitan,10412.0,24,9,2016,14.917450636725059
Glen Iris,2,u,S,Jellis,9.2,3146.0,2.0,1.0,1.0,0.0,144.22205145826868,1970.0,Boroondara,-37.8488,145.0573,Southern Metropolitan,10412.0,24,9,2016,13.573438996764546
Glen Iris,4,h,SP,Marshall,9.2,3146.0,4.0,2.0,2.0,775.0,155.0,1960.0,Boroondara,-37.8561,145.0934,Southern Metropolitan,10412.0,25,2,2017,14.48333993053993
Glen Iris,3,h,S,Marshall,9.2,3146.0,3.0,1.0,2.0,700.0,142.0,1930.0,Boroondara,-37.8553,145.0711,Southern Metropolitan,10412.0,25,2,2017,14.603967918328545
Glen Iris,3,h,S,Jellis,9.2,3146.0,3.0,1.0,3.0,609.0,140.0,1930.0,Boroondara,-37.8542,145.0733,Southern Metropolitan,10412.0,25,2,2017,14.37569761126799
Glen Iris,4,h,S,Kay,9.2,3146.0,4.0,2.0,3.0,548.0,205.0,1930.0,Stonnington,-37.8536,145.0547,Southern Metropolitan,10412.0,25,2,2017,14.434472840334843
Glen Iris,1,u,PI,Noel,9.2,3146.0,1.0,1.0,1.0,602.0,144.22205145826868,1970.0,Stonnington,-37.8597,145.0571,Southern Metropolitan,10412.0,25,2,2017,12.834681304952548
Glen Iris,2,u,VB,Jellis,9.2,3146.0,2.0,1.0,2.0,0.0,74.0,1940.0,Boroondara,-37.8468,145.0515,Southern Metropolitan,10412.0,25,2,2017,13.487006490992238
Glen Iris,3,h,S,RT,9.2,3146.0,3.0,1.0,3.0,401.0,107.0,1935.0,Boroondara,-37.8471,145.05100000000004,Southern Metropolitan,10412.0,25,2,2017,14.22097566607244
Glen Iris,4,h,S,Marshall,9.2,3146.0,4.0,3.0,2.0,603.0,246.0,2007.0,Boroondara,-37.8521,145.0657,Southern Metropolitan,10412.0,25,2,2017,14.817978986079481
Glen Iris,2,h,S,Jellis,9.2,3146.0,2.0,1.0,1.0,553.0,144.22205145826868,1970.0,Boroondara,-37.8464,145.0511,Southern Metropolitan,10412.0,26,7,2016,14.359577515510066
Glen Iris,2,u,S,hockingstuart,9.2,3146.0,2.0,1.0,1.0,0.0,144.22205145826868,1970.0,Stonnington,-37.8572,145.0423,Southern Metropolitan,10412.0,26,7,2016,13.179688444023599
Glen Iris,3,h,S,Greg,9.2,3146.0,3.0,1.0,2.0,762.0,153.0,1930.0,Stonnington,-37.8575,145.0554,Southern Metropolitan,10412.0,26,7,2016,14.845129975145433
